DateTime,SpacesOccupied,PercentOccupied,
5/1/17 9:00,108,11.03166496,Staff
5/1/17 9:15,109,11.13381001,Staff
5/1/17 9:30,110,11.23595506,Staff
5/1/17 9:45,115,11.74668029,Staff
5/1/17 10:00,122,12.46169561,Staff
5/1/17 10:15,129,13.17671093,Staff
5/1/17 10:30,150,15.32175689,Staff
5/1/17 10:45,172,17.56894791,Staff
5/1/17 11:00,195,19.91828396,Staff
5/1/17 11:15,224,22.8804903,Staff
5/1/17 11:30,262,26.76200204,Staff
5/1/17 11:45,328,33.50357508,Staff
5/1/17 12:00,396,40.4494382,Staff
5/1/17 12:15,473,48.31460674,Staff
5/1/17 12:30,542,55.36261491,Staff
5/1/17 12:45,644,65.7814096,Staff
5/1/17 13:00,721,73.64657814,Staff
5/1/17 13:15,796,81.30745659,Staff
5/1/17 13:30,852,87.02757916,Staff
5/1/17 13:45,899,91.82839632,Staff
5/1/17 14:00,912,93.15628192,Staff
5/1/17 14:15,918,93.7691522,Staff
5/1/17 14:30,849,86.72114402,Staff
5/1/17 14:45,853,87.12972421,Staff
5/1/17 15:00,860,87.84473953,Staff
5/1/17 15:15,858,87.64044944,Staff
5/1/17 15:30,862,88.04902962,Staff
5/1/17 15:45,861,87.94688458,Staff
5/1/17 16:00,865,88.35546476,Staff
5/1/17 16:15,868,88.6618999,Staff
5/1/17 16:30,868,88.6618999,Staff
5/1/17 16:45,869,88.76404494,Staff
5/1/17 17:00,871,88.96833504,Staff
5/1/17 17:15,870,88.86618999,Staff
5/1/17 17:30,869,88.76404494,Staff
5/1/17 17:45,873,89.17262513,Staff
5/1/17 18:00,870,88.86618999,Staff
5/1/17 18:15,859,87.74259448,Staff
5/1/17 18:30,855,87.3340143,Staff
5/1/17 18:45,842,86.0061287,Staff
5/1/17 19:00,837,85.49540347,Staff
5/1/17 19:15,823,84.06537283,Staff
5/1/17 19:30,797,81.40960163,Staff
5/1/17 19:45,770,78.65168539,Staff
5/1/17 20:00,752,76.81307457,Staff
5/1/17 20:15,704,71.91011236,Staff
5/1/17 20:30,663,67.72216547,Staff
5/1/17 20:45,607,62.0020429,Staff
5/1/17 21:00,552,56.38406537,Staff
5/1/17 21:15,481,49.13176711,Staff
5/1/17 21:30,399,40.75587334,Staff
5/1/17 21:45,323,32.99284985,Staff
5/1/17 22:00,266,27.17058223,Staff
5/1/17 22:15,217,22.16547497,Staff
5/1/17 22:30,172,17.56894791,Staff
5/1/17 22:45,135,13.78958121,Staff
5/1/17 23:00,116,11.84882533,Staff
5/1/17 23:15,104,10.62308478,Staff
5/1/17 23:30,86,8.784473953,Staff
5/1/17 23:45,77,7.865168539,Staff
5/2/17 0:00,69,7.048008172,Staff
5/2/17 0:15,65,6.639427988,Staff
5/2/17 0:30,58,5.924412666,Staff
5/2/17 0:45,57,5.82226762,Staff
5/2/17 1:00,54,5.515832482,Staff
5/2/17 1:15,46,4.698672114,Staff
5/2/17 1:30,44,4.494382022,Staff
5/2/17 1:45,44,4.494382022,Staff
5/2/17 2:00,44,4.494382022,Staff
5/2/17 2:15,37,3.779366701,Staff
5/2/17 2:30,36,3.677221655,Staff
5/2/17 2:45,36,3.677221655,Staff
5/2/17 3:00,35,3.575076609,Staff
5/2/17 3:30,34,3.472931563,Staff
5/2/17 3:45,34,3.472931563,Staff
5/2/17 4:00,34,3.472931563,Staff
5/2/17 4:15,34,3.472931563,Staff
5/2/17 4:30,33,3.370786517,Staff
5/2/17 4:45,32,3.268641471,Staff
5/2/17 5:00,32,3.268641471,Staff
5/2/17 5:15,32,3.268641471,Staff
5/2/17 5:30,32,3.268641471,Staff
5/2/17 5:45,32,3.268641471,Staff
5/2/17 6:00,32,3.268641471,Staff
5/2/17 6:15,32,3.268641471,Staff
5/2/17 6:30,32,3.268641471,Staff
5/2/17 6:45,32,3.268641471,Staff
5/2/17 7:00,32,3.268641471,Staff
5/2/17 7:15,32,3.268641471,Staff
5/2/17 7:30,32,3.268641471,Staff
5/2/17 7:45,32,3.268641471,Staff
5/2/17 8:00,32,3.268641471,Staff
5/2/17 8:15,32,3.268641471,Staff
5/2/17 8:30,34,3.472931563,Staff
5/2/17 8:45,99,10.11235955,Staff
5/2/17 9:00,99,10.11235955,Staff
5/2/17 9:15,100,10.2145046,Staff
5/2/17 9:30,101,10.31664964,Staff
5/2/17 9:45,108,11.03166496,Staff
5/2/17 10:00,113,11.54239019,Staff
5/2/17 10:15,123,12.56384065,Staff
5/2/17 10:30,144,14.70888662,Staff
5/2/17 10:45,165,16.85393258,Staff
5/2/17 11:00,198,20.2247191,Staff
5/2/17 11:15,225,22.98263534,Staff
5/2/17 11:30,272,27.7834525,Staff
5/2/17 11:45,346,35.3421859,Staff
5/2/17 12:00,444,45.35240041,Staff
5/2/17 12:15,522,53.31971399,Staff
5/2/17 12:30,609,62.20633299,Staff
5/2/17 12:45,727,74.25944842,Staff
5/2/17 13:00,825,84.26966292,Staff
5/2/17 13:15,895,91.41981614,Staff
5/2/17 13:30,940,96.01634321,Staff
5/2/17 13:45,967,98.77425945,Staff
5/2/17 14:00,976,99.69356486,Staff
5/2/17 14:15,982,100.3064351,Staff
5/2/17 14:30,964,98.46782431,Staff
5/2/17 14:45,970,99.08069459,Staff
5/2/17 15:00,975,99.59141982,Staff
5/2/17 15:15,972,99.28498468,Staff
5/2/17 15:30,969,98.97854954,Staff
5/2/17 15:45,974,99.48927477,Staff
5/2/17 16:00,979,100,Staff
5/2/17 16:15,978,99.89785495,Staff
5/2/17 16:30,972,99.28498468,Staff
5/2/17 16:45,975,99.59141982,Staff
5/2/17 17:00,978,99.89785495,Staff
5/2/17 17:15,979,100,Staff
5/2/17 17:30,976,99.69356486,Staff
5/2/17 17:45,976,99.69356486,Staff
5/2/17 18:00,972,99.28498468,Staff
5/2/17 18:15,973,99.38712972,Staff
5/2/17 18:30,958,97.85495403,Staff
5/2/17 18:45,943,96.32277835,Staff
5/2/17 19:00,934,95.40347293,Staff
5/2/17 19:15,916,93.5648621,Staff
5/2/17 19:30,903,92.23697651,Staff
5/2/17 19:45,872,89.07048008,Staff
5/2/17 20:00,843,86.10827375,Staff
5/2/17 20:15,786,80.28600613,Staff
5/2/17 20:30,748,76.40449438,Staff
5/2/17 20:45,680,69.45863126,Staff
5/2/17 21:00,619,63.22778345,Staff
5/2/17 21:15,548,55.97548519,Staff
5/2/17 21:30,477,48.72318693,Staff
5/2/17 21:45,389,39.73442288,Staff
5/2/17 22:00,316,32.27783453,Staff
5/2/17 22:15,269,27.47701736,Staff
5/2/17 22:30,230,23.49336057,Staff
5/2/17 22:45,201,20.53115424,Staff
5/2/17 23:00,178,18.18181818,Staff
5/2/17 23:15,152,15.52604699,Staff
5/2/17 23:30,141,14.40245148,Staff
5/2/17 23:45,123,12.56384065,Staff
5/3/17 0:00,115,11.74668029,Staff
5/3/17 0:15,101,10.31664964,Staff
5/3/17 0:30,93,9.499489275,Staff
5/3/17 0:45,85,8.682328907,Staff
5/3/17 1:00,82,8.375893769,Staff
5/3/17 1:15,76,7.763023493,Staff
5/3/17 1:30,74,7.558733401,Staff
5/3/17 1:45,71,7.252298264,Staff
5/3/17 2:00,70,7.150153218,Staff
5/3/17 2:15,66,6.741573034,Staff
5/3/17 2:30,65,6.639427988,Staff
5/3/17 2:45,63,6.435137896,Staff
5/3/17 3:00,59,6.026557712,Staff
5/3/17 3:15,57,5.82226762,Staff
5/3/17 3:30,57,5.82226762,Staff
5/3/17 3:45,55,5.617977528,Staff
5/3/17 4:00,53,5.413687436,Staff
5/3/17 4:15,53,5.413687436,Staff
5/3/17 4:30,52,5.31154239,Staff
5/3/17 4:45,52,5.31154239,Staff
5/3/17 5:00,52,5.31154239,Staff
5/3/17 5:15,52,5.31154239,Staff
5/3/17 5:30,52,5.31154239,Staff
5/3/17 5:45,52,5.31154239,Staff
5/3/17 6:00,52,5.31154239,Staff
5/3/17 6:15,52,5.31154239,Staff
5/3/17 6:30,52,5.31154239,Staff
5/3/17 6:45,52,5.31154239,Staff
5/3/17 7:00,52,5.31154239,Staff
5/3/17 7:15,52,5.31154239,Staff
5/3/17 7:30,52,5.31154239,Staff
5/3/17 7:45,52,5.31154239,Staff
5/3/17 8:00,52,5.31154239,Staff
5/3/17 8:15,52,5.31154239,Staff
5/3/17 8:30,53,5.413687436,Staff
5/3/17 8:45,53,5.413687436,Staff
5/3/17 9:00,100,10.2145046,Staff
5/3/17 9:15,103,10.52093973,Staff
5/3/17 9:30,105,10.72522983,Staff
5/3/17 9:45,107,10.92951992,Staff
5/3/17 10:00,112,11.44024515,Staff
5/3/17 10:15,127,12.97242084,Staff
5/3/17 10:30,139,14.19816139,Staff
5/3/17 10:45,160,16.34320735,Staff
5/3/17 11:00,189,19.30541369,Staff
5/3/17 11:15,217,22.16547497,Staff
5/3/17 11:30,268,27.37487232,Staff
5/3/17 11:45,346,35.3421859,Staff
5/3/17 12:00,439,44.84167518,Staff
5/3/17 12:15,529,54.03472932,Staff
5/3/17 12:30,612,62.51276813,Staff
5/3/17 12:45,716,73.13585291,Staff
5/3/17 13:00,821,83.86108274,Staff
5/3/17 13:15,895,91.41981614,Staff
5/3/17 13:30,941,96.11848825,Staff
5/3/17 13:45,981,100.2042901,Staff
5/3/17 14:00,987,100.8171604,Staff
5/3/17 14:15,998,101.9407559,Staff
5/3/17 14:30,1006,102.7579162,Staff
5/3/17 14:45,1003,102.4514811,Staff
5/3/17 15:00,1006,102.7579162,Staff
5/3/17 15:15,1004,102.5536261,Staff
5/3/17 15:30,957,97.75280899,Staff
5/3/17 15:45,958,97.85495403,Staff
5/3/17 16:00,959,97.95709908,Staff
5/3/17 16:15,944,96.42492339,Staff
5/3/17 16:30,942,96.2206333,Staff
5/3/17 16:45,939,95.91419816,Staff
5/3/17 17:00,937,95.70990807,Staff
5/3/17 17:15,936,95.60776302,Staff
5/3/17 17:30,942,96.2206333,Staff
5/3/17 17:45,940,96.01634321,Staff
5/3/17 18:00,943,96.32277835,Staff
5/3/17 18:15,938,95.81205312,Staff
5/3/17 18:30,933,95.30132789,Staff
5/3/17 18:45,920,93.97344229,Staff
5/3/17 19:00,909,92.84984678,Staff
5/3/17 19:15,881,89.9897855,Staff
5/3/17 19:30,855,87.3340143,Staff
5/3/17 19:45,834,85.18896834,Staff
5/3/17 20:00,803,82.02247191,Staff
5/3/17 20:15,743,75.89376915,Staff
5/3/17 20:30,695,70.99080695,Staff
5/3/17 20:45,652,66.59856997,Staff
5/3/17 21:00,606,61.89989785,Staff
5/3/17 21:15,520,53.1154239,Staff
5/3/17 21:30,447,45.65883555,Staff
5/3/17 21:45,371,37.89581205,Staff
5/3/17 22:00,323,32.99284985,Staff
5/3/17 22:15,283,28.90704801,Staff
5/3/17 22:30,240,24.51481103,Staff
5/3/17 22:45,212,21.65474974,Staff
5/3/17 23:00,185,18.8968335,Staff
5/3/17 23:15,172,17.56894791,Staff
5/3/17 23:30,156,15.93462717,Staff
5/3/17 23:45,142,14.50459653,Staff
5/4/17 0:00,132,13.48314607,Staff
5/4/17 0:15,127,12.97242084,Staff
5/4/17 0:30,128,13.07456588,Staff
5/4/17 0:45,126,12.87027579,Staff
5/4/17 1:00,124,12.6659857,Staff
5/4/17 1:15,118,12.05311542,Staff
5/4/17 1:30,115,11.74668029,Staff
5/4/17 1:45,110,11.23595506,Staff
5/4/17 2:00,108,11.03166496,Staff
5/4/17 2:15,101,10.31664964,Staff
5/4/17 2:30,101,10.31664964,Staff
5/4/17 2:45,97,9.908069459,Staff
5/4/17 3:00,95,9.703779367,Staff
5/4/17 3:15,94,9.601634321,Staff
5/4/17 3:30,94,9.601634321,Staff
5/4/17 3:45,94,9.601634321,Staff
5/4/17 4:00,94,9.601634321,Staff
5/4/17 4:15,94,9.601634321,Staff
5/4/17 4:30,94,9.601634321,Staff
5/4/17 4:45,95,9.703779367,Staff
5/4/17 5:00,94,9.601634321,Staff
5/4/17 5:15,94,9.601634321,Staff
5/4/17 5:30,94,9.601634321,Staff
5/4/17 5:45,94,9.601634321,Staff
5/4/17 6:00,94,9.601634321,Staff
5/4/17 6:15,94,9.601634321,Staff
5/4/17 6:30,94,9.601634321,Staff
5/4/17 6:45,94,9.601634321,Staff
5/4/17 7:00,94,9.601634321,Staff
5/4/17 7:15,94,9.601634321,Staff
5/4/17 7:30,94,9.601634321,Staff
5/4/17 7:45,94,9.601634321,Staff
5/4/17 8:00,94,9.601634321,Staff
5/4/17 8:15,94,9.601634321,Staff
5/4/17 8:30,95,9.703779367,Staff
5/4/17 8:45,105,10.72522983,Staff
5/4/17 9:00,105,10.72522983,Staff
5/4/17 9:15,107,10.92951992,Staff
5/4/17 9:30,109,11.13381001,Staff
5/4/17 9:45,111,11.3381001,Staff
5/4/17 10:00,120,12.25740552,Staff
5/4/17 10:15,131,13.38100102,Staff
5/4/17 10:30,145,14.81103166,Staff
5/4/17 10:45,178,18.18181818,Staff
5/4/17 11:00,209,21.34831461,Staff
5/4/17 11:15,239,24.41266599,Staff
5/4/17 11:30,280,28.60061287,Staff
5/4/17 11:45,340,34.72931563,Staff
5/4/17 12:00,416,42.49233912,Staff
5/4/17 12:15,501,51.17466803,Staff
5/4/17 12:30,583,59.5505618,Staff
5/4/17 12:45,682,69.66292135,Staff
5/4/17 13:00,775,79.16241062,Staff
5/4/17 13:15,857,87.53830439,Staff
5/4/17 13:30,922,94.17773238,Staff
5/4/17 13:45,951,97.13993871,Staff
5/4/17 14:00,970,99.08069459,Staff
5/4/17 14:15,910,92.95199183,Staff
5/4/17 14:30,918,93.7691522,Staff
5/4/17 14:45,927,94.68845761,Staff
5/4/17 15:00,931,95.09703779,Staff
5/4/17 15:15,933,95.30132789,Staff
5/4/17 15:30,933,95.30132789,Staff
5/4/17 15:45,935,95.50561798,Staff
5/4/17 16:00,936,95.60776302,Staff
5/4/17 16:15,924,94.38202247,Staff
5/4/17 16:30,932,95.19918284,Staff
5/4/17 16:45,928,94.79060266,Staff
5/4/17 17:00,936,95.60776302,Staff
5/4/17 17:15,938,95.81205312,Staff
5/4/17 17:30,934,95.40347293,Staff
5/4/17 17:45,932,95.19918284,Staff
5/4/17 18:00,931,95.09703779,Staff
5/4/17 18:15,920,93.97344229,Staff
5/4/17 18:30,921,94.07558733,Staff
5/4/17 18:45,914,93.36057201,Staff
5/4/17 19:00,891,91.01123596,Staff
5/4/17 19:15,869,88.76404494,Staff
5/4/17 19:30,836,85.39325843,Staff
5/4/17 19:45,808,82.53319714,Staff
5/4/17 20:00,786,80.28600613,Staff
5/4/17 20:15,737,75.28089888,Staff
5/4/17 20:30,694,70.8886619,Staff
5/4/17 20:45,637,65.06639428,Staff
5/4/17 21:00,569,58.12053115,Staff
5/4/17 21:15,491,50.15321757,Staff
5/4/17 21:30,403,41.16445352,Staff
5/4/17 21:45,320,32.68641471,Staff
5/4/17 22:00,277,28.29417773,Staff
5/4/17 22:15,223,22.77834525,Staff
5/4/17 22:30,189,19.30541369,Staff
5/4/17 22:45,156,15.93462717,Staff
5/4/17 23:00,142,14.50459653,Staff
5/4/17 23:15,132,13.48314607,Staff
5/4/17 23:30,120,12.25740552,Staff
5/4/17 23:45,106,10.82737487,Staff
5/5/17 0:00,98,10.0102145,Staff
5/5/17 0:15,90,9.193054137,Staff
5/5/17 0:30,86,8.784473953,Staff
5/5/17 0:45,80,8.171603677,Staff
5/5/17 1:00,72,7.354443309,Staff
5/5/17 1:15,67,6.84371808,Staff
5/5/17 1:30,66,6.741573034,Staff
5/5/17 1:45,66,6.741573034,Staff
5/5/17 2:00,66,6.741573034,Staff
5/5/17 2:15,62,6.33299285,Staff
5/5/17 2:30,61,6.230847804,Staff
5/5/17 2:45,62,6.33299285,Staff
5/5/17 3:00,62,6.33299285,Staff
5/5/17 3:15,59,6.026557712,Staff
5/5/17 3:30,57,5.82226762,Staff
5/5/17 3:45,56,5.720122574,Staff
5/5/17 4:00,54,5.515832482,Staff
5/5/17 4:15,54,5.515832482,Staff
5/5/17 4:30,53,5.413687436,Staff
5/5/17 4:45,53,5.413687436,Staff
5/5/17 5:00,53,5.413687436,Staff
5/5/17 5:15,54,5.515832482,Staff
5/5/17 5:30,54,5.515832482,Staff
5/5/17 5:45,54,5.515832482,Staff
5/5/17 6:00,54,5.515832482,Staff
5/5/17 6:15,54,5.515832482,Staff
5/5/17 6:30,54,5.515832482,Staff
5/5/17 6:45,54,5.515832482,Staff
5/5/17 7:00,54,5.515832482,Staff
5/5/17 7:15,54,5.515832482,Staff
5/5/17 7:30,54,5.515832482,Staff
5/5/17 7:45,54,5.515832482,Staff
5/5/17 8:00,54,5.515832482,Staff
5/5/17 8:15,107,10.92951992,Staff
5/5/17 8:30,108,11.03166496,Staff
5/5/17 8:45,108,11.03166496,Staff
5/5/17 9:00,107,10.92951992,Staff
5/5/17 9:15,107,10.92951992,Staff
5/5/17 9:30,110,11.23595506,Staff
5/5/17 9:45,113,11.54239019,Staff
5/5/17 10:00,121,12.35955056,Staff
5/5/17 10:15,129,13.17671093,Staff
5/5/17 10:30,146,14.91317671,Staff
5/5/17 10:45,163,16.64964249,Staff
5/5/17 11:00,184,18.79468846,Staff
5/5/17 11:15,209,21.34831461,Staff
5/5/17 11:30,244,24.92339122,Staff
5/5/17 11:45,282,28.80490296,Staff
5/5/17 12:00,331,33.81001021,Staff
5/5/17 12:15,379,38.71297242,Staff
5/5/17 12:30,421,43.00306435,Staff
5/5/17 12:45,479,48.92747702,Staff
5/5/17 13:00,535,54.64759959,Staff
5/5/17 13:15,588,60.06128703,Staff
5/5/17 13:30,613,62.61491318,Staff
5/5/17 13:45,622,63.53421859,Staff
5/5/17 14:00,634,64.75995914,Staff
5/5/17 14:15,640,65.37282942,Staff
5/5/17 14:30,641,65.47497446,Staff
5/5/17 14:45,634,64.75995914,Staff
5/5/17 15:00,633,64.6578141,Staff
5/5/17 15:15,634,64.75995914,Staff
5/5/17 15:30,634,64.75995914,Staff
5/5/17 15:45,637,65.06639428,Staff
5/5/17 16:00,628,64.14708887,Staff
5/5/17 16:15,619,63.22778345,Staff
5/5/17 16:30,607,62.0020429,Staff
5/5/17 16:45,606,61.89989785,Staff
5/5/17 17:00,606,61.89989785,Staff
5/5/17 17:15,601,61.38917263,Staff
5/5/17 17:30,604,61.69560776,Staff
5/5/17 17:45,605,61.79775281,Staff
5/5/17 18:00,602,61.49131767,Staff
5/5/17 18:15,593,60.57201226,Staff
5/5/17 18:30,587,59.95914198,Staff
5/5/17 18:45,578,59.03983657,Staff
5/5/17 19:00,568,58.01838611,Staff
5/5/17 19:15,559,57.09908069,Staff
5/5/17 19:30,557,56.8947906,Staff
5/5/17 19:45,536,54.74974464,Staff
5/5/17 20:00,509,51.9918284,Staff
5/5/17 20:15,477,48.72318693,Staff
5/5/17 20:30,445,45.45454545,Staff
5/5/17 20:45,399,40.75587334,Staff
5/5/17 21:00,351,35.85291113,Staff
5/5/17 21:15,297,30.33707865,Staff
5/5/17 21:30,240,24.51481103,Staff
5/5/17 21:45,209,21.34831461,Staff
5/5/17 22:00,186,18.99897855,Staff
5/5/17 22:15,177,18.07967314,Staff
5/5/17 22:30,172,17.56894791,Staff
5/5/17 22:45,158,16.13891726,Staff
5/5/17 23:00,157,16.03677222,Staff
5/5/17 23:15,152,15.52604699,Staff
5/5/17 23:30,147,15.01532176,Staff
5/5/17 23:45,144,14.70888662,Staff
5/6/17 0:00,144,14.70888662,Staff
5/6/17 0:15,144,14.70888662,Staff
5/6/17 0:30,144,14.70888662,Staff
5/6/17 0:45,143,14.60674157,Staff
5/6/17 1:00,144,14.70888662,Staff
5/6/17 1:15,142,14.50459653,Staff
5/6/17 1:30,142,14.50459653,Staff
5/6/17 1:45,140,14.30030644,Staff
5/6/17 2:00,138,14.09601634,Staff
5/6/17 2:15,134,13.68743616,Staff
5/6/17 2:30,134,13.68743616,Staff
5/6/17 2:45,134,13.68743616,Staff
5/6/17 3:00,128,13.07456588,Staff
5/6/17 3:15,127,12.97242084,Staff
5/6/17 3:30,127,12.97242084,Staff
5/6/17 3:45,127,12.97242084,Staff
5/6/17 4:00,105,10.72522983,Staff
5/6/17 4:15,104,10.62308478,Staff
5/6/17 4:30,102,10.41879469,Staff
5/6/17 4:45,102,10.41879469,Staff
5/6/17 5:00,102,10.41879469,Staff
5/6/17 5:15,101,10.31664964,Staff
5/6/17 5:30,101,10.31664964,Staff
5/6/17 5:45,101,10.31664964,Staff
5/6/17 6:00,101,10.31664964,Staff
5/6/17 6:15,101,10.31664964,Staff
5/6/17 6:30,101,10.31664964,Staff
5/6/17 6:45,101,10.31664964,Staff
5/6/17 7:00,102,10.41879469,Staff
5/6/17 7:15,102,10.41879469,Staff
5/6/17 7:30,102,10.41879469,Staff
5/6/17 7:45,102,10.41879469,Staff
5/6/17 8:00,102,10.41879469,Staff
5/6/17 8:15,102,10.41879469,Staff
5/6/17 8:30,102,10.41879469,Staff
5/6/17 8:45,102,10.41879469,Staff
5/6/17 9:00,102,10.41879469,Staff
5/6/17 9:15,102,10.41879469,Staff
5/6/17 9:30,102,10.41879469,Staff
5/6/17 9:45,103,10.52093973,Staff
5/6/17 10:00,105,10.72522983,Staff
5/6/17 10:15,106,10.82737487,Staff
5/6/17 10:30,106,10.82737487,Staff
5/6/17 10:45,106,10.82737487,Staff
5/6/17 11:00,106,10.82737487,Staff
5/6/17 11:15,106,10.82737487,Staff
5/6/17 11:30,106,10.82737487,Staff
5/6/17 11:45,106,10.82737487,Staff
5/6/17 12:00,107,10.92951992,Staff
5/6/17 12:15,108,11.03166496,Staff
5/6/17 12:30,108,11.03166496,Staff
5/6/17 12:45,108,11.03166496,Staff
5/6/17 13:00,108,11.03166496,Staff
5/6/17 13:15,108,11.03166496,Staff
5/6/17 13:30,108,11.03166496,Staff
5/6/17 13:45,108,11.03166496,Staff
5/6/17 14:00,108,11.03166496,Staff
5/6/17 14:15,108,11.03166496,Staff
5/6/17 14:30,109,11.13381001,Staff
5/6/17 14:45,111,11.3381001,Staff
5/6/17 15:00,112,11.44024515,Staff
5/6/17 15:15,110,11.23595506,Staff
5/6/17 15:30,110,11.23595506,Staff
5/6/17 15:45,110,11.23595506,Staff
5/6/17 16:00,110,11.23595506,Staff
5/6/17 16:15,110,11.23595506,Staff
5/6/17 16:30,110,11.23595506,Staff
5/6/17 16:45,109,11.13381001,Staff
5/6/17 17:00,109,11.13381001,Staff
5/6/17 17:15,112,11.44024515,Staff
5/6/17 17:30,112,11.44024515,Staff
5/6/17 17:45,112,11.44024515,Staff
5/6/17 18:00,112,11.44024515,Staff
5/6/17 18:15,111,11.3381001,Staff
5/6/17 18:30,111,11.3381001,Staff
5/6/17 18:45,111,11.3381001,Staff
5/6/17 19:00,109,11.13381001,Staff
5/6/17 19:15,108,11.03166496,Staff
5/6/17 19:30,109,11.13381001,Staff
5/6/17 19:45,107,10.92951992,Staff
5/6/17 20:00,107,10.92951992,Staff
5/6/17 20:15,107,10.92951992,Staff
5/6/17 20:30,107,10.92951992,Staff
5/6/17 20:45,107,10.92951992,Staff
5/6/17 21:00,106,10.82737487,Staff
5/6/17 21:15,106,10.82737487,Staff
5/6/17 21:30,107,10.92951992,Staff
5/6/17 21:45,108,11.03166496,Staff
5/6/17 22:00,108,11.03166496,Staff
5/6/17 22:15,107,10.92951992,Staff
5/6/17 22:30,107,10.92951992,Staff
5/6/17 22:45,107,10.92951992,Staff
5/6/17 23:00,107,10.92951992,Staff
5/6/17 23:15,107,10.92951992,Staff
5/6/17 23:30,107,10.92951992,Staff
5/6/17 23:45,110,11.23595506,Staff
5/7/17 0:00,110,11.23595506,Staff
5/7/17 0:15,110,11.23595506,Staff
5/7/17 0:30,110,11.23595506,Staff
5/7/17 0:45,110,11.23595506,Staff
5/7/17 1:00,110,11.23595506,Staff
5/7/17 1:15,110,11.23595506,Staff
5/7/17 1:30,111,11.3381001,Staff
5/7/17 1:45,110,11.23595506,Staff
5/7/17 2:00,108,11.03166496,Staff
5/7/17 2:15,106,10.82737487,Staff
5/7/17 2:30,106,10.82737487,Staff
5/7/17 2:45,106,10.82737487,Staff
5/7/17 3:00,106,10.82737487,Staff
5/7/17 3:15,106,10.82737487,Staff
5/7/17 3:30,106,10.82737487,Staff
5/7/17 3:45,105,10.72522983,Staff
5/7/17 4:00,104,10.62308478,Staff
5/7/17 4:15,104,10.62308478,Staff
5/7/17 4:30,104,10.62308478,Staff
5/7/17 4:45,104,10.62308478,Staff
5/7/17 5:00,104,10.62308478,Staff
5/7/17 5:15,104,10.62308478,Staff
5/7/17 5:30,104,10.62308478,Staff
5/7/17 5:45,104,10.62308478,Staff
5/7/17 6:00,104,10.62308478,Staff
5/7/17 6:15,104,10.62308478,Staff
5/7/17 6:30,103,10.52093973,Staff
5/7/17 6:45,103,10.52093973,Staff
5/7/17 7:00,103,10.52093973,Staff
5/7/17 7:15,103,10.52093973,Staff
5/7/17 7:30,103,10.52093973,Staff
5/7/17 7:45,103,10.52093973,Staff
5/7/17 8:00,103,10.52093973,Staff
5/7/17 8:15,103,10.52093973,Staff
5/7/17 8:30,103,10.52093973,Staff
5/7/17 8:45,103,10.52093973,Staff
5/7/17 9:00,103,10.52093973,Staff
5/7/17 9:15,103,10.52093973,Staff
5/7/17 9:30,103,10.52093973,Staff
5/7/17 9:45,103,10.52093973,Staff
5/7/17 10:00,103,10.52093973,Staff
5/7/17 10:15,104,10.62308478,Staff
5/7/17 10:30,104,10.62308478,Staff
5/7/17 10:45,104,10.62308478,Staff
5/7/17 11:00,104,10.62308478,Staff
5/7/17 11:15,103,10.52093973,Staff
5/7/17 11:30,103,10.52093973,Staff
5/7/17 11:45,103,10.52093973,Staff
5/7/17 12:00,103,10.52093973,Staff
5/7/17 12:15,103,10.52093973,Staff
5/7/17 12:30,103,10.52093973,Staff
5/7/17 12:45,103,10.52093973,Staff
5/7/17 13:00,103,10.52093973,Staff
5/7/17 13:15,103,10.52093973,Staff
5/7/17 13:30,104,10.62308478,Staff
5/7/17 13:45,105,10.72522983,Staff
5/7/17 14:00,105,10.72522983,Staff
5/7/17 14:15,104,10.62308478,Staff
5/7/17 14:30,104,10.62308478,Staff
5/7/17 14:45,105,10.72522983,Staff
5/7/17 15:00,105,10.72522983,Staff
5/7/17 15:15,105,10.72522983,Staff
5/7/17 15:30,105,10.72522983,Staff
5/7/17 15:45,106,10.82737487,Staff
5/7/17 16:00,106,10.82737487,Staff
5/7/17 16:15,106,10.82737487,Staff
5/7/17 16:30,106,10.82737487,Staff
5/7/17 16:45,105,10.72522983,Staff
5/7/17 17:00,105,10.72522983,Staff
5/7/17 17:15,106,10.82737487,Staff
5/7/17 17:30,106,10.82737487,Staff
5/7/17 17:45,106,10.82737487,Staff
5/7/17 18:00,106,10.82737487,Staff
5/7/17 18:15,106,10.82737487,Staff
5/7/17 18:30,107,10.92951992,Staff
5/7/17 18:45,107,10.92951992,Staff
5/7/17 19:00,107,10.92951992,Staff
5/7/17 19:15,105,10.72522983,Staff
5/7/17 19:30,106,10.82737487,Staff
5/7/17 19:45,105,10.72522983,Staff
5/7/17 20:00,103,10.52093973,Staff
5/7/17 20:15,103,10.52093973,Staff
5/7/17 20:30,103,10.52093973,Staff
5/7/17 20:45,103,10.52093973,Staff
5/7/17 21:00,104,10.62308478,Staff
5/7/17 21:15,104,10.62308478,Staff
5/7/17 21:30,104,10.62308478,Staff
5/7/17 21:45,103,10.52093973,Staff
5/7/17 22:00,103,10.52093973,Staff
5/7/17 22:15,104,10.62308478,Staff
5/7/17 22:30,104,10.62308478,Staff
5/7/17 22:45,106,10.82737487,Staff
5/7/17 23:00,107,10.92951992,Staff
5/7/17 23:15,107,10.92951992,Staff
5/7/17 23:30,107,10.92951992,Staff
5/7/17 23:45,107,10.92951992,Staff
